dgp_name,prov_char,4680,4676,4672,4668,4664,4660,4656,4652,4648,4644,5508,5504,5500,5496,5492,5488,5484,5480,5476,5472,5468,5464,5460,5456,5452,5448,5444,5440,5436,5432,5428,5424,5420,5416,5412,5408,5404,5400,5396,5392,5388,5384,5380,5376,5372,5368,5364,5360,5356,5352,5348,5344,5340,5336,5332,5328,5324,5320,5316,5312,5308,5304,5300,5296,5292,5288,5284,5280,5276,5272,5268,5264,5260,5256,5252,5248,5244,5240,5236,5232,5228,5224,5220,5216,5212,5208,5204,5200,5196,5192,5188,5184,5180,5176,5172,5168,5164,5160,5156,5152,5148,5144,5140,5136,5132,5128,5124,5120,5116,5112,5108,5104,5100,5096,5092,5088,5084,5080,5076,5072,5068,5064,5060,5056,5052,5048,5044,5040,5036,5032,5028,5024,5020,5016,5012,5008,5004,5000,4996,4992,4988,4984,4980,4976,4972,4968,4964,4960,4956,4952,4948,4944,4940,4936,4932,4928,4924,4920,4916,4912,4908,4904,4900,4896,4892,4888,4884,4880,4876,4872,4868,5824,5820,5816,5812,5808,5804,5800,5796,5792,5788,5784,5780,5776,5772,5768,5764,5760,5756,5752,5748,5744,5740,5736,5732,5728,5724,5720,5716,5712,5708,5704,5700,5696,5692,5688,5684,5680,5676,5672,5668,5664,5660,7096,7092,7088,7084,7080,7076,7072,7068,7064,7060,7208,7204,7200,7196,7192,7188,7184,7180,7176,7172,8276,8272,8268,8264,8260,8256,8252,8248,8244,8240
Group 1,TRG,1.067582,1.08431,1.106231,1.128919,1.143743,1.140354,1.114205,1.071047,1.022947,0.9801527,1.174504,1.166163,1.156875,1.146315,1.133878,1.120746,1.108664,1.097103,1.08465,1.072351,1.061512,1.051293,1.041362,1.032216,1.02339,1.013459,1.002034,0.9905477,0.9795012,0.9676893,0.9549312,0.9429583,0.9321774,0.9205897,0.9066779,0.8931172,0.8818568,0.8715001,0.8609046,0.8508863,0.842277,0.8342654,0.8262983,0.817558,0.8088136,0.8011556,0.7938053,0.787227,0.7814319,0.7758066,0.7707638,0.7662154,0.7619233,0.7583373,0.7557149,0.7538604,0.7528924,0.7528903,0.7537051,0.7553991,0.7584318,0.7633384,0.7705026,0.7798242,0.7906945,0.8014591,0.8097391,0.8149545,0.8178427,0.8192532,0.8195183,0.8187246,0.8172038,0.8151788,0.8125207,0.8090807,0.8052484,0.8018563,0.798856,0.7960035,0.7936575,0.7922574,0.7921131,0.7931731,0.7952331,0.7984586,0.8027244,0.8073267,0.8120676,0.8164812,0.8199614,0.8221118,0.8225473,0.8211414,0.8179799,0.8133476,0.807649,0.8012888,0.7946814,0.7882909,0.782433,0.7770343,0.7720494,0.7675868,0.7636574,0.76033,0.7576191,0.755408,0.7535909,0.7520661,0.7506434,0.7491544,0.7474697,0.7455277,0.7433888,0.7411729,0.7389649,0.7367615,0.7345399,0.7322594,0.729935,0.7276374,0.7255387,0.7238462,0.7226826,0.7220529,0.7218809,0.7220993,0.7226719,0.72357,0.7247247,0.7260714,0.7275835,0.7293051,0.731352,0.7338303,0.7367939,0.7401876,0.7438871,0.7476645,0.7512171,0.7541876,0.7561451,0.756622,0.7551348,0.7515001,0.7461516,0.7402221,0.7349097,0.7309778,0.7284922,0.7271906,0.7267738,0.726953,0.7274197,0.7279314,0.7283196,0.7284893,0.7284555,0.7282574,0.7279088,0.727439,0.726911,0.7263758,0.725821,0.7251644,0.7242543,0.722894,0.7208778,0.7180042,0.714155,2.700608,2.754231,2.805493,2.856258,2.909271,2.963897,3.016252,3.061999,3.096211,3.104554,3.067794,2.980177,2.850575,2.694318,2.527798,2.36599,2.218788,2.090862,1.983503,1.896541,1.829473,1.781827,1.753411,1.744214,1.753325,1.777806,1.813316,1.855973,1.903359,1.954408,2.007929,2.062355,2.116835,2.170542,2.220827,2.26292,2.290746,2.297842,2.276902,2.224987,2.145764,2.050328,0.520083,0.5274599,0.5346059,0.5410092,0.5460115,0.5487889,0.5488045,0.5460643,0.5414076,0.535739,0.4995344,0.5120239,0.5236892,0.5331586,0.5400878,0.5438572,0.5437764,0.5397782,0.5332786,0.5250797,0.7223385,0.7257617,0.7284013,0.7302043,0.7311793,0.7313153,0.7305247,0.7287201,0.7258945,0.7220369
Group 1,TRG,2.328461,2.345037,2.366995,2.389726,2.404059,2.399499,2.372045,2.327766,2.278784,2.235413,2.560397,2.553006,2.543665,2.532829,2.520744,2.507719,2.494619,2.48172,2.468617,2.455948,2.444318,2.433541,2.423555,2.414079,2.404573,2.394191,2.382742,2.371046,2.359152,2.346549,2.333619,2.321252,2.309236,2.29619,2.281586,2.267805,2.255791,2.244413,2.233323,2.223148,2.214052,2.205385,2.19682,2.187679,2.178491,2.170141,2.161992,2.15409,2.14665,2.139864,2.134077,2.12879,2.123661,2.119194,2.11577,2.113432,2.112194,2.111809,2.112112,2.113048,2.115034,2.118869,2.124977,2.132991,2.142475,2.152162,2.159553,2.163803,2.16564,2.166184,2.166305,2.166306,2.165452,2.163081,2.159459,2.155326,2.151484,2.148128,2.144914,2.141875,2.139575,2.138196,2.137711,2.138238,2.139607,2.142163,2.145906,2.149846,2.153994,2.158111,2.161507,2.16371,2.164173,2.162689,2.159273,2.154112,2.14784,2.14102,2.133898,2.126992,2.120775,2.115124,2.109638,2.104058,2.098657,2.094088,2.090473,2.087496,2.084949,2.082678,2.080631,2.078726,2.07665,2.074119,2.071034,2.067736,2.064794,2.062209,2.059555,2.056741,2.053972,2.051187,2.048271,2.045596,2.043727,2.042598,2.041908,2.0416,2.041586,2.041858,2.042549,2.043611,2.044661,2.04551,2.046437,2.047994,2.050595,2.053893,2.057394,2.061041,2.064641,2.067573,2.069285,2.069475,2.067818,2.064069,2.058273,2.051236,2.044385,2.038941,2.035191,2.032902,2.031689,2.031167,2.031007,2.030999,2.030915,2.030516,2.029795,2.028961,2.028149,2.02733,2.026476,2.025526,2.024486,2.023488,2.022385,2.020764,2.018262,2.014698,2.010103,4.060318,4.080225,4.106732,4.164802,4.257466,4.348153,4.409497,4.429813,4.423223,4.401982,4.376775,4.308599,4.19382,4.066028,3.930998,3.786132,3.643997,3.520701,3.419347,3.331896,3.259124,3.207788,3.177773,3.165241,3.168777,3.187536,3.217776,3.254681,3.29515,3.339839,3.390658,3.443681,3.492807,3.537543,3.58148,3.625116,3.655885,3.665577,3.655862,3.615921,3.54155,3.446235,2.09949,2.10711,2.114071,2.120395,2.125919,2.128844,2.128386,2.125176,2.119899,2.113528,2.089092,2.101454,2.113451,2.123126,2.130666,2.135318,2.136626,2.134563,2.128588,2.119206,2.41896,2.420767,2.422911,2.426455,2.428284,2.427475,2.425457,2.422992,2.419884,2.415556
Group 1,CCO,1.031496,1.048606,1.07091,1.094028,1.109399,1.106668,1.081166,1.038592,0.9910573,0.9487948,1.116441,1.108196,1.098936,1.088335,1.075959,1.063034,1.05108,1.039482,1.026968,1.014642,1.003743,0.9934925,0.9836282,0.9745828,0.96581,0.9559089,0.9445547,0.9331386,0.9221039,0.9103141,0.8976905,0.8858899,0.8751336,0.8634015,0.8494375,0.8360155,0.8248686,0.8145307,0.8039601,0.7940231,0.7854764,0.7775176,0.7695947,0.7609347,0.752334,0.7447596,0.7374525,0.7309076,0.7250954,0.7194923,0.7145422,0.7100829,0.7059043,0.7025023,0.7000923,0.6984366,0.6976703,0.6978777,0.6988878,0.7007444,0.7039288,0.7090324,0.7164243,0.7259479,0.7369606,0.7478604,0.7563637,0.7618901,0.7651209,0.7668065,0.7672672,0.7667145,0.7655278,0.7638434,0.7614775,0.7583333,0.7549117,0.7519667,0.7493111,0.7467106,0.7445967,0.7434235,0.7434795,0.7447028,0.7468322,0.7500072,0.7542477,0.7588841,0.7635889,0.7679058,0.7712609,0.7733001,0.7737125,0.7723396,0.7692137,0.7646348,0.7590252,0.7527701,0.7462799,0.7400283,0.7343017,0.728998,0.7240932,0.7197194,0.7158896,0.7126602,0.7100299,0.7078841,0.7061262,0.7046601,0.7032982,0.7018635,0.7002164,0.6982975,0.6961832,0.6939949,0.6918052,0.689613,0.6874009,0.6851347,0.6828348,0.680567,0.6784979,0.6768322,0.6757003,0.675123,0.675034,0.6753557,0.676026,0.6770125,0.6782604,0.6797017,0.6813153,0.6831646,0.6853823,0.6880713,0.6912539,0.6948585,0.6987873,0.7028477,0.706724,0.7100113,0.7122616,0.7130185,0.7118061,0.7084557,0.7034171,0.6978297,0.6928954,0.689364,0.6872836,0.6863899,0.6863837,0.6869721,0.6878251,0.6886702,0.6893528,0.689809,0.6900318,0.6900303,0.6898383,0.6895123,0.6890992,0.6886326,0.6881176,0.6874973,0.6866181,0.685259,0.683213,0.6803114,0.6764597,2.631593,2.685472,2.737712,2.789307,2.840863,2.892927,2.944324,2.990739,3.023561,3.029103,2.99505,2.914359,2.787865,2.63055,2.463315,2.302285,2.15615,2.028909,1.921877,1.835071,1.768008,1.720254,1.691808,1.682737,1.692137,1.716965,1.752539,1.795026,1.842414,1.893572,1.947174,2.001988,2.057017,2.110697,2.160653,2.202878,2.230877,2.237951,2.216985,2.164918,2.085678,1.990259,0.4313842,0.4391659,0.4467712,0.4536213,0.4590338,0.462157,0.4624139,0.459844,0.4553115,0.4496942,0.4066195,0.4191924,0.4309677,0.4406252,0.4477088,0.4515514,0.4514725,0.4475126,0.4410859,0.4328875,0.6108739,0.6144167,0.6171865,0.6191419,0.6202435,0.6204164,0.6195978,0.6178019,0.6150451,0.6112452
Group 1,TRG,1.845045,1.861288,1.88306,1.905674,1.920005,1.915768,1.888792,1.845043,1.7966,1.753524,2.039823,2.031678,2.022104,2.01105,1.998497,1.985512,1.973119,1.960679,1.947444,1.93485,1.923847,1.913408,1.903174,1.893569,1.884262,1.874076,1.862623,1.850937,1.839376,1.827224,1.814562,1.802407,1.790745,1.778147,1.763852,1.750165,1.738343,1.727276,1.716288,1.706026,1.69696,1.688401,1.679918,1.670962,1.662113,1.653994,1.646055,1.638732,1.632057,1.625756,1.620095,1.614972,1.610383,1.606521,1.603436,1.601262,1.600146,1.599883,1.600365,1.601692,1.604367,1.609053,1.616018,1.624988,1.635395,1.645703,1.653551,1.658355,1.66073,1.661455,1.661139,1.66006,1.658193,1.655514,1.652086,1.648098,1.644034,1.640282,1.636723,1.633415,1.630778,1.629166,1.628724,1.629234,1.630555,1.633275,1.637275,1.641417,1.645681,1.649741,1.652926,1.654951,1.655322,1.653721,1.650221,1.645205,1.639175,1.632548,1.625696,1.619049,1.612899,1.607186,1.601777,1.596637,1.591904,1.587849,1.58454,1.581831,1.579555,1.57757,1.575709,1.573789,1.571643,1.56922,1.566589,1.563866,1.561159,1.558517,1.555939,1.553341,1.550701,1.548061,1.54553,1.543285,1.541538,1.540393,1.539801,1.539647,1.539834,1.540327,1.541074,1.542019,1.543147,1.544517,1.546221,1.548302,1.550806,1.553761,1.557161,1.560844,1.564359,1.567169,1.568891,1.569131,1.567406,1.563534,1.557862,1.55138,1.545292,1.540537,1.537313,1.535388,1.53444,1.534126,1.534086,1.534083,1.533992,1.533731,1.533272,1.532631,1.531851,1.530989,1.530131,1.529317,1.52846,1.527443,1.526185,1.524531,1.522205,1.518986,1.514786,3.56805,3.611494,3.659399,3.716754,3.770408,3.810134,3.84865,3.90516,3.965106,3.978353,3.931729,3.85563,3.750998,3.605866,3.4366,3.27037,3.119219,2.987594,2.87844,2.790887,2.723073,2.674175,2.644079,2.633159,2.640314,2.662042,2.694094,2.73335,2.778316,2.827664,2.879582,2.932697,2.985908,3.037825,3.085778,3.127418,3.158964,3.171932,3.156968,3.108512,3.028729,2.931614,1.528845,1.53618,1.54305,1.549121,1.553966,1.55658,1.55646,1.55371,1.548888,1.542764,1.515985,1.528407,1.540235,1.5496,1.55634,1.560012,1.560263,1.557091,1.550834,1.542051,1.816939,1.820691,1.823243,1.825021,1.826213,1.82629,1.825031,1.822767,1.819812,1.815947
Group 1,TRG,0.9420977,0.957996,0.9788713,1.000473,1.014548,1.011095,0.9855767,0.9434251,0.8963225,0.8542482,1.045357,1.036906,1.027483,1.0168,1.00435,0.9913202,0.9792537,0.967555,0.9549763,0.9426365,0.9317367,0.9214526,0.9114848,0.9022467,0.8932233,0.8830972,0.8715946,0.8600554,0.8488935,0.8370129,0.8243215,0.8123951,0.8014912,0.7897026,0.7757937,0.7624076,0.7511992,0.7407414,0.7300435,0.7199863,0.7113164,0.7032254,0.6951681,0.6864388,0.6777958,0.6701363,0.6627637,0.656163,0.6503007,0.6446755,0.6396765,0.6351568,0.6309492,0.6275029,0.6249955,0.6232352,0.6223577,0.6224089,0.6232515,0.6249731,0.6280483,0.6330464,0.6403127,0.6496454,0.6603405,0.6707498,0.678607,0.6833953,0.6858472,0.6867543,0.6864599,0.6851725,0.6832793,0.6809257,0.6779523,0.6743062,0.670472,0.6671508,0.664162,0.6613173,0.6590503,0.6578087,0.6578715,0.6591295,0.6613184,0.6646723,0.6691725,0.6740212,0.678937,0.6834602,0.686995,0.6891891,0.6896713,0.6882933,0.6851523,0.6805437,0.6748686,0.668559,0.6620516,0.6557805,0.6500222,0.6447195,0.6398566,0.6355495,0.6318054,0.6286595,0.626108,0.6240495,0.6223788,0.6209818,0.6196786,0.6183133,0.6167538,0.6149368,0.6129315,0.6108528,0.6087627,0.6066575,0.6045289,0.6023442,0.6001199,0.5979434,0.5959948,0.5944414,0.5933695,0.5928049,0.592711,0.5930268,0.5936934,0.5946767,0.5959224,0.5973635,0.5989631,0.6007777,0.6029384,0.6055228,0.6085559,0.6120039,0.6157524,0.6195613,0.6231321,0.6261068,0.628046,0.6284865,0.6269578,0.6233181,0.6180502,0.6122576,0.6070557,0.6031623,0.6006706,0.599358,0.598929,0.5990873,0.5995176,0.5999726,0.6003184,0.6004953,0.6004823,0.6002811,0.5999237,0.5994547,0.5989258,0.5983749,0.5977963,0.5971339,0.5962402,0.5948933,0.5928933,0.5900698,0.5863053,2.566337,2.620912,2.672954,2.725065,2.779878,2.833395,2.882087,2.924553,2.955614,2.961962,2.92766,2.844861,2.717971,2.561746,2.39462,2.233066,2.086731,1.959602,1.852763,1.766136,1.699427,1.652361,1.624686,1.616125,1.625851,1.651163,1.687388,1.730415,1.778223,1.829941,1.88435,1.940081,1.996112,2.05061,2.100878,2.14358,2.172321,2.179142,2.156791,2.103266,2.022851,1.926516,0.3720381,0.3795442,0.3868274,0.393319,0.3983542,0.4011092,0.4010768,0.3983475,0.3937356,0.388061,0.3502819,0.3627978,0.3745145,0.384026,0.3909328,0.394586,0.3943522,0.3903118,0.3837845,0.3755065,0.56601,0.5695004,0.572199,0.5740814,0.5750952,0.5751833,0.5743252,0.5725105,0.5696905,0.5658028
Group 1,TRG,0.8897234,0.9061313,0.9274934,0.9496312,0.9642838,0.9612796,0.9359622,0.8938265,0.8466665,0.8045421,0.9622072,0.9539353,0.9446803,0.9338084,0.9210521,0.908239,0.8967851,0.8854015,0.8727286,0.8603122,0.849462,0.8392228,0.8294265,0.8205106,0.8116482,0.801327,0.789638,0.7783015,0.7673746,0.7554631,0.7428952,0.7315329,0.7210335,0.709001,0.6946212,0.6814941,0.6709511,0.6607959,0.6500703,0.6400883,0.6316377,0.6237367,0.6157837,0.6070743,0.5986917,0.5913588,0.58407,0.5774713,0.5714054,0.5654754,0.5604277,0.5560029,0.5520384,0.5491219,0.5472086,0.5459764,0.5456927,0.5462772,0.5475174,0.549608,0.5531144,0.5587477,0.5668747,0.5771039,0.5886579,0.6000198,0.6088583,0.6145308,0.6176609,0.61886,0.6184823,0.6171479,0.6155424,0.6134521,0.6103483,0.6063562,0.6025706,0.5996315,0.5966892,0.5934905,0.5908882,0.5895768,0.589786,0.5911682,0.5931218,0.5960581,0.6006061,0.6057018,0.6106893,0.6151984,0.618658,0.6208423,0.6214467,0.6202152,0.6171781,0.6126056,0.6069013,0.6005422,0.5940701,0.5879688,0.58236,0.5770544,0.5721508,0.5678489,0.5641338,0.5610278,0.5584486,0.5562862,0.5545472,0.5531615,0.5518869,0.5505185,0.5489229,0.5470889,0.5451222,0.5430902,0.5410151,0.5389066,0.5367728,0.5345909,0.5323904,0.5302478,0.528325,0.5267856,0.5257396,0.5252361,0.5252134,0.5255799,0.5262846,0.5273126,0.5286114,0.5301208,0.5318032,0.5336812,0.5358797,0.5385222,0.541656,0.5452144,0.5490546,0.55294,0.5565949,0.5596724,0.561727,0.5622926,0.5608997,0.5573986,0.5522655,0.5466248,0.5416203,0.5379656,0.5357124,0.5346137,0.5343937,0.534774,0.5354292,0.5361007,0.5366482,0.5369925,0.5371214,0.5370627,0.5368438,0.5364987,0.5360785,0.5356293,0.5351552,0.5345825,0.5337499,0.532458,0.5305138,0.5277366,0.5240146,2.477469,2.532651,2.585211,2.637358,2.690244,2.741212,2.789996,2.834337,2.86528,2.870128,2.835716,2.751962,2.622804,2.466042,2.300459,2.141436,1.99729,1.871244,1.764896,1.679006,1.613203,1.566609,1.538985,1.530627,1.540783,1.566306,1.602554,1.645726,1.693636,1.745243,1.799552,1.855083,1.910444,1.964177,2.013965,2.055979,2.083769,2.089746,2.06673,2.013048,1.933181,1.837862,0.2472627,0.2550958,0.2628012,0.2695005,0.2746231,0.2773376,0.2771763,0.2745347,0.2702497,0.2648051,0.2216536,0.2341784,0.2462302,0.2560945,0.2631626,0.2667719,0.2663538,0.2623914,0.2562546,0.2481208,0.4095949,0.4131946,0.4159699,0.4179021,0.4189683,0.4191225,0.4183345,0.4165748,0.4137985,0.409969
Group 1,TRG,1.364762,1.381665,1.403933,1.426933,1.441806,1.438092,1.411307,1.367399,1.31862,1.275271,1.510406,1.501943,1.492581,1.481843,1.469127,1.455831,1.443658,1.431861,1.419095,1.406543,1.39545,1.385,1.374943,1.365695,1.356645,1.346412,1.334818,1.323256,1.31199,1.299882,1.287036,1.275083,1.264069,1.251981,1.237633,1.223961,1.212643,1.202031,1.191102,1.180852,1.172045,1.163809,1.155625,1.146744,1.137951,1.130117,1.122429,1.115463,1.109221,1.103181,1.097821,1.093002,1.088523,1.084836,1.082087,1.08013,1.079131,1.079014,1.079599,1.080999,1.083739,1.08843,1.09541,1.104477,1.115069,1.125659,1.133845,1.13902,1.141867,1.143115,1.143162,1.142319,1.140882,1.138824,1.135946,1.132259,1.128402,1.125064,1.121918,1.118783,1.116203,1.114667,1.114412,1.11527,1.116948,1.119826,1.124013,1.128521,1.133068,1.137287,1.140605,1.142687,1.143076,1.141578,1.138299,1.133502,1.127569,1.12097,1.114184,1.107659,1.101646,1.09604,1.090812,1.086067,1.081828,1.078208,1.075234,1.072777,1.07073,1.068998,1.067391,1.06571,1.063797,1.061621,1.059267,1.05683,1.054389,1.051972,1.049559,1.04709,1.044576,1.042087,1.039792,1.037881,1.036482,1.035636,1.035279,1.035324,1.035728,1.036469,1.037466,1.038627,1.039927,1.041439,1.043296,1.045591,1.048381,1.051647,1.05525,1.058932,1.062396,1.065264,1.067088,1.067437,1.065839,1.062053,1.056469,1.05024,1.044613,1.040391,1.037643,1.036109,1.03549,1.03548,1.035749,1.036055,1.036254,1.036268,1.036092,1.035742,1.035235,1.034602,1.033904,1.033206,1.0325,1.031702,1.030647,1.029118,1.026914,1.023849,1.019798,3.054411,3.105693,3.155667,3.208284,3.261723,3.313027,3.361292,3.40299,3.434926,3.44685,3.420607,3.341257,3.21272,3.056683,2.889089,2.723951,2.574001,2.444708,2.336643,2.248908,2.180881,2.132365,2.103088,2.092865,2.100973,2.124767,2.15958,2.201127,2.247466,2.297938,2.351088,2.405152,2.45921,2.512123,2.56161,2.604001,2.632716,2.640105,2.619016,2.56757,2.489718,2.395405,0.9231259,0.9305477,0.9376895,0.9439803,0.9488701,0.9514893,0.9513286,0.9485185,0.9438283,0.9380136,0.906843,0.9192677,0.9310352,0.9405136,0.9474118,0.9510939,0.9509445,0.9470848,0.9406629,0.9322333,1.16945,1.172912,1.175537,1.177247,1.178121,1.178146,1.177202,1.175266,1.172396,1.168495
Group 1,TRG,2.514875,2.531685,2.554344,2.578017,2.59271,2.587453,2.559182,2.514815,2.466145,2.423115,2.754142,2.745376,2.735241,2.724596,2.71315,2.700852,2.688309,2.675524,2.662049,2.649411,2.638548,2.628083,2.618025,2.608753,2.598976,2.587829,2.575984,2.564734,2.554105,2.54293,2.530823,2.51852,2.506107,2.492573,2.477651,2.46359,2.451313,2.439623,2.42818,2.418024,2.409066,2.400252,2.391649,2.383004,2.374327,2.365745,2.357152,2.349465,2.342595,2.335774,2.329381,2.323979,2.31948,2.315499,2.311812,2.308954,2.307508,2.307086,2.30738,2.308455,2.310599,2.314152,2.319625,2.327244,2.336626,2.346232,2.353715,2.358544,2.360995,2.361556,2.361425,2.361313,2.36036,2.358061,2.354906,2.351449,2.347888,2.343926,2.339759,2.336238,2.333959,2.333009,2.333152,2.333812,2.334817,2.337148,2.340792,2.344439,2.348294,2.352275,2.355985,2.359029,2.360051,2.358526,2.354887,2.349684,2.343582,2.336943,2.329859,2.322822,2.316519,2.310993,2.305731,2.300409,2.295196,2.29041,2.286187,2.282674,2.279974,2.277951,2.276231,2.27432,2.271883,2.269001,2.265877,2.262682,2.259695,2.25701,2.254281,2.251308,2.248389,2.245604,2.242844,2.240236,2.238183,2.236852,2.235948,2.235476,2.235583,2.235943,2.236328,2.237019,2.237927,2.238848,2.240299,2.242622,2.245461,2.24851,2.252036,2.256129,2.2599,2.262399,2.26374,2.264192,2.263035,2.25937,2.253221,2.245709,2.238516,2.233008,2.229243,2.226836,2.225635,2.225173,2.224997,2.225061,2.225062,2.224643,2.22385,2.222888,2.221892,2.221001,2.220208,2.219225,2.218143,2.217345,2.216455,2.214685,2.211911,2.208363,2.204077,4.134967,4.207381,4.295284,4.354671,4.36202,4.383208,4.467339,4.551969,4.591835,4.599084,4.552752,4.486857,4.410722,4.280704,4.120309,3.964458,3.820814,3.692822,3.587786,3.505928,3.442374,3.396804,3.36837,3.353995,3.352657,3.36493,3.39057,3.425461,3.463122,3.504426,3.553975,3.607544,3.657291,3.701802,3.74439,3.787412,3.829987,3.855529,3.835911,3.779424,3.707287,3.62276,2.298851,2.305816,2.312758,2.319178,2.32432,2.32719,2.327427,2.324594,2.319154,2.312602,2.286372,2.298379,2.311008,2.321224,2.328685,2.333496,2.335472,2.333891,2.328282,2.319256,2.613019,2.61868,2.625898,2.627491,2.624835,2.622488,2.621844,2.62179,2.619974,2.615331
Group 1,TRG,0.890015,0.9081228,0.9313317,0.9552824,0.9714851,0.9695454,0.9446982,0.9026187,0.8554636,0.8135322,0.9496899,0.9414532,0.9323114,0.921683,0.9091446,0.8963817,0.8849717,0.8737996,0.8614271,0.8492653,0.838641,0.8286069,0.8189682,0.8102276,0.8016618,0.7917539,0.7804314,0.769352,0.758711,0.7471216,0.7347396,0.7234508,0.7131606,0.7015313,0.6874832,0.6744372,0.6639771,0.6540539,0.6435919,0.633796,0.6255035,0.6177698,0.61002,0.6015153,0.5932504,0.5860469,0.5789368,0.5725429,0.5667386,0.5610207,0.5560753,0.5516985,0.5477002,0.5446784,0.5426989,0.5414242,0.5410774,0.5416677,0.5429717,0.5451013,0.5486071,0.5541494,0.5620569,0.5720238,0.583382,0.5946466,0.6035343,0.6094273,0.6129029,0.6145564,0.6147217,0.6138867,0.6126583,0.6109799,0.6084507,0.6050844,0.6017533,0.5991521,0.5966418,0.5939258,0.5916991,0.5906081,0.5909237,0.5923751,0.5944299,0.5973585,0.6016222,0.6063695,0.6110429,0.6152597,0.6184792,0.6204489,0.620895,0.6195927,0.6165721,0.6121089,0.6065836,0.6004167,0.594099,0.5881261,0.5826759,0.5775443,0.5727811,0.5686044,0.5650066,0.5619961,0.5595189,0.5574689,0.5558139,0.5544741,0.5532282,0.551888,0.5503103,0.5484538,0.5464208,0.5443123,0.5421804,0.5400215,0.5378258,0.5355822,0.5333262,0.5311128,0.5290978,0.5274733,0.5263625,0.5258025,0.5257267,0.5260433,0.5266925,0.5276504,0.5288712,0.530301,0.5319121,0.5337434,0.5359091,0.5385228,0.5416447,0.545211,0.5490851,0.5530351,0.5567577,0.5598946,0.5620316,0.5627176,0.5614681,0.5581288,0.5531864,0.547769,0.5430035,0.5395908,0.537603,0.5368007,0.5368697,0.5375056,0.5384042,0.5393139,0.5400692,0.5405917,0.5408745,0.5409299,0.5407899,0.5405031,0.5401244,0.5397099,0.5392659,0.5387069,0.5378678,0.5365568,0.5345861,0.531772,0.5279956,2.453367,2.506312,2.558002,2.609057,2.660216,2.711686,2.762352,2.806917,2.838017,2.843177,2.806391,2.72002,2.590109,2.434311,2.270833,2.11308,1.969455,1.844404,1.739373,1.654418,1.589136,1.542995,1.515837,1.50772,1.517863,1.543346,1.579398,1.622055,1.669429,1.720551,1.774109,1.828678,1.883172,1.936291,1.985781,2.027634,2.055139,2.06105,2.038815,1.986603,1.908336,1.81448,0.2413884,0.2491859,0.2568428,0.2635739,0.2687759,0.2716308,0.2716294,0.2690508,0.2647826,0.2594282,0.2148355,0.227258,0.2390764,0.2487306,0.255714,0.2593874,0.2590794,0.2550998,0.2489486,0.2409671,0.4033691,0.4068769,0.409599,0.4114762,0.4124701,0.4125808,0.4117994,0.410076,0.4073403,0.4035247
